date,value
2011-06-30,426.4465547265427
2011-07-31,264.2312125454482
2011-08-31,-97.15673652372789
2011-09-30,-248.76090465471498
2011-10-31,133.9054283024161
2011-11-30,73.82122132161749
2011-12-31,405.68665122881066
2012-01-31,-1759.3722209280822
2012-02-29,3007.0398092709074
2012-03-31,-811.4151062247693
2012-04-30,-624.1564462523966
2012-05-31,867.9313759141369
2012-06-30,-179.16200909242616
2012-07-31,-25.996243167697685
2012-08-31,-229.36095247528283
2012-09-30,186.5812357495306
2012-10-31,78.92110206597135
2012-11-30,220.5834228626045
2012-12-31,34.27758239701507
2013-01-31,514.5206853662094
2013-02-28,-221.8300223337137
2013-03-31,161.6451715255389
2013-04-30,256.1772884041129
2013-05-31,33.00442710763309
2013-06-30,-63.330690515838796
2013-07-31,-245.46885526101687
