Autocorrelation
1.0
0.9857735201000067
0.9694617876264646
0.9509700357790188
0.9314634196669945
0.9116713012581216
0.8920323724091737
0.8720890309681629
0.8519623386234098
0.8319049532242474
0.8123563297606916
0.7922624595908865
0.7723445580411152
0.7526527482430219
0.7334000922335839
0.7146853942949671
0.696793426073219
0.6795230185997798
0.6622099862716844
0.6431106734189616
0.6217371780610553
0.6006124421207583
0.5798252063153487
0.5592540784254212
0.5389397743628794
0.519180599515834
0.5003018285324259
0.4821820034476183
0.4646564961065879
0.44765798300844545
0.4284283708074624
0.4099876626883617
0.39241493643030595
0.3754812515239868
0.35867451821510843
0.34221741821658747
0.3254138386966385
0.3071076345623929
0.2895870203086702
0.27276549806815403
0.2566596362743807
